CITY_TR,DISTRICT_TR,CITY_EN,DISTRICT_EN,DISSOLVEDC,DISTRICTCODE,INSHP,CITYDATE,DISTRICTDATE,DISTRICTFROM,DISSOLVE,CENTRALOLD,CENTRALDISTRICT,DISTRICTCOUNT,CITYCODE,ISO31662,NUTS,AREA,POP2000,POP2014,FROM,FROMDATE,METROPOL,METROPOLDATE
Balıkesir,Susurluk,Balikesir,Susurluk,1644,1644,1,,,,,0,0,20,10,TR-10,TR221,14472.73,1076347,1189057,NA,NA,1,2013
Bartın,Amasra,Bartin,Amasra,1761,1761,1,,,,,0,0,4,74,TR-74,TR813,2080.36,184178,189405,Zonguldak,09/07/91,0,NA
Bartın,Kurucaşile,Bartin,Kurucasile,1496,1496,1,,,,,0,0,4,74,TR-74,TR813,2080.36,184178,189405,Zonguldak,09/07/91,0,NA
Bartın,Merkez,Bartin,Merkez,1172,1172,1,,,,,0,0,4,74,TR-74,TR813,2080.36,184178,189405,Zonguldak,09/07/91,0,NA
Bartın,Ulus,Bartin,Ulus,1701,1701,1,,,,,0,0,4,74,TR-74,TR813,2080.36,184178,189405,Zonguldak,09/07/91,0,NA
Batman,Beşiri,Batman,Besiri,1184,1184,1,05/18/90,,,,0,0,6,72,TR-72,TRC32,4659.21,456734,557593,Siirt,05/16/90,0,NA
Batman,Gercüş,Batman,Gercus,1345,1345,1,05/18/90,,,,0,0,6,72,TR-72,TRC32,4659.21,456734,557593,Siirt,05/16/90,0,NA
Batman,Hasankeyf,Batman,Hasankeyf,1941,1941,1,05/18/90,05/18/90,,,0,0,6,72,TR-72,TRC32,4659.21,456734,557593,Siirt,05/16/90,0,NA
Batman,Kozluk,Batman,Kozluk,1487,1487,1,05/18/90,,,,0,0,6,72,TR-72,TRC32,4659.21,456734,557593,Siirt,05/16/90,0,NA
Batman,Merkez,Batman,Merkez,1174,1174,1,05/18/90,,,,0,0,6,72,TR-72,TRC32,4659.21,456734,557593,Siirt,05/16/90,0,NA
Batman,Sason,Batman,Sason,1607,1607,1,05/18/90,,,,0,0,6,72,TR-72,TRC32,4659.21,456734,557593,Siirt,05/16/90,0,NA
Bayburt,Aydıntepe,Bayburt,Aydintepe,1767,1767,1,,,,,0,0,3,69,TR-69,TRA13,3739.08,97358,80607,Gumushane,06/21/89,0,NA
Bayburt,Demirözü,Bayburt,Demirozu,1788,1788,1,,,,,0,0,3,69,TR-69,TRA13,3739.08,97358,80607,Gumushane,06/21/89,0,NA
Bayburt,Merkez,Bayburt,Merkez,1176,1176,1,,,,,0,0,3,69,TR-69,TRA13,3739.08,97358,80607,Gumushane,06/21/89,0,NA
Bilecik,Bozüyük,Bilecik,Bozuyuk,1210,1210,1,,,,,0,0,8,11,TR-11,TR413,4306.77,194326,209925,NA,NA,0,NA
Bilecik,Gölpazarı,Bilecik,Golpazari,1359,1359,1,,,,,0,0,8,11,TR-11,TR413,4306.77,194326,209925,NA,NA,0,NA
Bilecik,İnhisar,Bilecik,Inhisar,1948,1948,1,,05/20/90,,,0,0,8,11,TR-11,TR413,4306.77,194326,209925,NA,NA,0,NA
Bilecik,Merkez,Bilecik,Merkez,1192,1192,1,,,,,0,0,8,11,TR-11,TR413,4306.77,194326,209925,NA,NA,0,NA
Bilecik,Osmaneli,Bilecik,Osmaneli,1559,1559,1,,,,,0,0,8,11,TR-11,TR413,4306.77,194326,209925,NA,NA,0,NA
Bilecik,Pazaryeri,Bilecik,Pazaryeri,1571,1571,1,,,,,0,0,8,11,TR-11,TR413,4306.77,194326,209925,NA,NA,0,NA
Bilecik,Söğüt,Bilecik,Sogut,1636,1636,1,,,,,0,0,8,11,TR-11,TR413,4306.77,194326,209925,NA,NA,0,NA
Bilecik,Yenipazar,Bilecik,Yenipazar,1857,1857,1,,,,,0,0,8,11,TR-11,TR413,4306.77,194326,209925,NA,NA,0,NA
Bingöl,Adaklı,Bingol,Adakli,1750,1750,1,,,,,0,0,8,12,TR-12,TRB13,8253.51,253739,266019,NA,NA,0,NA
Bingöl,Genç,Bingol,Genc,1344,1344,1,,,,,0,0,8,12,TR-12,TRB13,8253.51,253739,266019,NA,NA,0,NA
Bingöl,Karlıova,Bingol,Karliova,1446,1446,1,,,,,0,0,8,12,TR-12,TRB13,8253.51,253739,266019,NA,NA,0,NA
Bingöl,Kiğı,Bingol,Kigi,1475,1475,1,,,,,0,0,8,12,TR-12,TRB13,8253.51,253739,266019,NA,NA,0,NA
Bingöl,Merkez,Bingol,Merkez,1193,1193,1,,,,,0,0,8,12,TR-12,TRB13,8253.51,253739,266019,NA,NA,0,NA
Bingöl,Solhan,Bingol,Solhan,1633,1633,1,,,,,0,0,8,12,TR-12,TRB13,8253.51,253739,266019,NA,NA,0,NA
Bingöl,Yayladere,Bingol,Yayladere,1855,1855,1,,,,,0,0,8,12,TR-12,TRB13,8253.51,253739,266019,NA,NA,0,NA
Bingöl,Yedisu,Bingol,Yedisu,1996,1996,1,,05/20/90,,,0,0,8,12,TR-12,TRB13,8253.51,253739,266019,NA,NA,0,NA
Bitlis,Adilcevaz,Bitlis,Adilcevaz,1106,1106,1,,,,,0,0,7,13,TR-13,TRB23,7094.5,388678,338023,NA,NA,0,NA
Bitlis,Ahlat,Bitlis,Ahlat,1112,1112,1,,,,,0,0,7,13,TR-13,TRB23,7094.5,388678,338023,NA,NA,0,NA
Bitlis,Güroymak,Bitlis,Guroymak,1798,1798,1,,,,,0,0,7,13,TR-13,TRB23,7094.5,388678,338023,NA,NA,0,NA
Bitlis,Hizan,Bitlis,Hizan,1394,1394,1,,,,,0,0,7,13,TR-13,TRB23,7094.5,388678,338023,NA,NA,0,NA
Bitlis,Merkez,Bitlis,Merkez,1196,1196,1,,,,,0,0,7,13,TR-13,TRB23,7094.5,388678,338023,NA,NA,0,NA
Bitlis,Mutki,Bitlis,Mutki,1537,1537,1,,,,,0,0,7,13,TR-13,TRB23,7094.5,388678,338023,NA,NA,0,NA
Bitlis,Tatvan,Bitlis,Tatvan,1669,1669,1,,,,,0,0,7,13,TR-13,TRB23,7094.5,388678,338023,NA,NA,0,NA
Bolu,Dörtdivan,Bolu,Dortdivan,1916,1916,1,,05/20/90,,,0,0,9,14,TR-14,TR424,8323.39,270654,284789,NA,NA,0,NA
Bolu,Gerede,Bolu,Gerede,1346,1346,1,,,,,0,0,9,14,TR-14,TR424,8323.39,270654,284789,NA,NA,0,NA
Bolu,Göynük,Bolu,Goynuk,1364,1364,1,,,,,0,0,9,14,TR-14,TR424,8323.39,270654,284789,NA,NA,0,NA
Bolu,Kıbrıscık,Bolu,Kibriscik,1466,1466,1,,,,,0,0,9,14,TR-14,TR424,8323.39,270654,284789,NA,NA,0,NA
Bolu,Mengen,Bolu,Mengen,1522,1522,1,,,,,0,0,9,14,TR-14,TR424,8323.39,270654,284789,NA,NA,0,NA
Bolu,Merkez,Bolu,Merkez,1199,1199,1,,,,,0,0,9,14,TR-14,TR424,8323.39,270654,284789,NA,NA,0,NA
Bolu,Mudurnu,Bolu,Mudurnu,1531,1531,1,,,,,0,0,9,14,TR-14,TR424,8323.39,270654,284789,NA,NA,0,NA
Bolu,Seben,Bolu,Seben,1610,1610,1,,,,,0,0,9,14,TR-14,TR424,8323.39,270654,284789,NA,NA,0,NA
Bolu,Yeniçağa,Bolu,Yenicaga,1997,1997,1,,05/20/90,,,0,0,9,14,TR-14,TR424,8323.39,270654,284789,NA,NA,0,NA
Burdur,Ağlasun,Burdur,Aglasun,1109,1109,1,,,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Altınyayla,Burdur,Altinyayla,1874,1874,1,,05/20/90,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Bucak,Burdur,Bucak,1211,1211,1,,,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Çavdır,Burdur,Cavdir,1899,1899,1,,05/20/90,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Çeltikçi,Burdur,Celtikci,1903,1903,1,,05/20/90,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Gölhisar,Burdur,Golhisar,1357,1357,1,,,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Karamanlı,Burdur,Karamanli,1813,1813,1,,,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Kemer,Burdur,Kemer,1816,1816,1,,,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Merkez,Burdur,Merkez,1215,1215,1,,,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Tefenni,Burdur,Tefenni,1672,1672,1,,,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Yeşilova,Burdur,Yesilova,1728,1728,1,,,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Bursa,Büyükorhan,Bursa,Buyukorhan,1783,1783,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Gemlik,Bursa,Gemlik,1343,1343,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Gürsu,Bursa,Gursu,1935,1935,1,,05/20/90,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Harmancık,Bursa,Harmancik,1799,1799,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,İnegöl,Bursa,Inegol,1411,1411,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,İznik,Bursa,Iznik,1420,1420,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Karacabey,Bursa,Karacabey,1434,1434,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Keles,Bursa,Keles,1457,1457,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Kestel,Bursa,Kestel,1960,1960,1,,05/20/90,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Mudanya,Bursa,Mudanya,1530,1530,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Mustafakemalpaşa,Bursa,Mustafakemalpasa,1535,1535,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Nilüfer,Bursa,Nilufer,1829,1829,1,,,,,0,1,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Orhaneli,Bursa,Orhaneli,1553,1553,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Orhangazi,Bursa,Orhangazi,1554,1554,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Osmangazi,Bursa,Osmangazi,1832,1832,1,,,,,0,1,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Yenişehir,Bursa,Yenisehir,1725,1725,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Yıldırım,Bursa,Yildirim,1859,1859,1,,,,,0,1,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Çanakkale,Ayvacık,Canakkale,Ayvacik,1160,1160,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Bayramiç,Canakkale,Bayramic,1180,1180,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Biga,Canakkale,Biga,1190,1190,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Bozcaada,Canakkale,Bozcaada,1205,1205,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Çan,Canakkale,Can,1229,1229,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Eceabat,Canakkale,Eceabat,1293,1293,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Ezine,Canakkale,Ezine,1326,1326,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Gelibolu,Canakkale,Gelibolu,1340,1340,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Gökçeada,Canakkale,Gokceada,1408,1408,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Lapseki,Canakkale,Lapseki,1503,1503,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Merkez,Canakkale,Merkez,1230,1230,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Yenice,Canakkale,Yenice,1722,1722,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çankırı,Atkaracalar,Cankiri,Atkaracalar,1765,1765,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Bayramören,Cankiri,Bayramoren,1885,1885,1,,05/20/90,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Çerkeş,Cankiri,Cerkes,1248,1248,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Eldivan,Cankiri,Eldivan,1300,1300,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Ilgaz,Cankiri,Ilgaz,1399,1399,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Kızılırmak,Cankiri,Kizilirmak,1817,1817,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Korgun,Cankiri,Korgun,1963,1963,1,,05/20/90,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Kurşunlu,Cankiri,Kursunlu,1494,1494,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Merkez,Cankiri,Merkez,1232,1232,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Orta,Cankiri,Orta,1555,1555,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Şabanözü,Cankiri,Sabanozu,1649,1649,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Yapraklı,Cankiri,Yaprakli,1718,1718,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çorum,Alaca,Corum,Alaca,1124,1124,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Bayat,Corum,Bayat,1177,1177,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Boğazkale,Corum,Bogazkale,1778,1778,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Dodurga,Corum,Dodurga,1911,1911,1,,05/20/90,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,İskilip,Corum,Iskilip,1414,1414,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Kargı,Corum,Kargi,1445,1445,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Laçin,Corum,Lacin,1972,1972,1,,05/20/90,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Mecitözü,Corum,Mecitozu,1520,1520,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Merkez,Corum,Merkez,1259,1259,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Oğuzlar,Corum,Oguzlar,1976,1976,1,,05/20/90,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Ortaköy,Corum,Ortakoy,1556,1556,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Osmancık,Corum,Osmancik,1558,1558,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Sungurlu,Corum,Sungurlu,1642,1642,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Uğurludağ,Corum,Ugurludag,1850,1850,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Denizli,Acıpayam,Denizli,Acipayam,1102,1102,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Babadağ,Denizli,Babadag,1769,1769,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Baklan,Denizli,Baklan,1881,1881,1,,05/20/90,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Bekilli,Denizli,Bekilli,1774,1774,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Beyağaç,Denizli,Beyagac,1888,1888,1,,05/20/90,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Bozkurt,Denizli,Bozkurt,1889,1889,1,,05/20/90,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Buldan,Denizli,Buldan,1214,1214,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Çal,Denizli,Cal,1224,1224,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Çameli,Denizli,Cameli,1226,1226,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Çardak,Denizli,Cardak,1233,1233,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Çivril,Denizli,Civril,1257,1257,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Güney,Denizli,Guney,1371,1371,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Honaz,Denizli,Honaz,1803,1803,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Kale,Denizli,Kale,1426,1426,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Merkez,Denizli,Merkez,1271,1271,0,,,,9,1,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Merkezefendi,Denizli,Merkezefendi,1271,2079,1,,12/06/12,Merkez,9,0,1,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Pamukkale,Denizli,Pamukkale,1271,1871,1,,12/06/12,Merkez,9,0,1,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Sarayköy,Denizli,Saraykoy,1597,1597,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Serinhisar,Denizli,Serinhisar,1840,1840,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Tavas,Denizli,Tavas,1670,1670,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Diyarbakır,Bağlar,Diyarbakir,Baglar,1284,2040,1,,03/22/08,Merkez,10,0,1,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Bismil,Diyarbakir,Bismil,1195,1195,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Çermik,Diyarbakir,Cermik,1249,1249,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Çınar,Diyarbakir,Cinar,1253,1253,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Çüngüş,Diyarbakir,Cungus,1263,1263,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Dicle,Diyarbakir,Dicle,1278,1278,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Eğil,Diyarbakir,Egil,1791,1791,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Ergani,Diyarbakir,Ergani,1315,1315,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Hani,Diyarbakir,Hani,1381,1381,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Hazro,Diyarbakir,Hazro,1389,1389,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Kayapınar,Diyarbakir,Kayapinar,1284,2041,1,,03/22/08,Merkez,10,0,1,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Kocaköy,Diyarbakir,Kocakoy,1962,1962,1,,05/20/90,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Kulp,Diyarbakir,Kulp,1490,1490,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Lice,Diyarbakir,Lice,1504,1504,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Merkez,Diyarbakir,Merkez,1284,1284,0,,,,10,1,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Silvan,Diyarbakir,Silvan,1624,1624,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Sur,Diyarbakir,Sur,1284,2042,1,,03/22/08,Merkez,10,0,1,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Yenişehir,Diyarbakir,Yenisehir,1284,2043,1,,03/22/08,Merkez,10,0,1,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Düzce,Akçakoca,Duzce,Akcakoca,1116,1116,1,12/09/99,,,,0,0,8,81,TR-81,TR423,2592.95,314266,355549,Bolu,12/09/99,0,NA
Düzce,Çilimli,Duzce,Cilimli,1905,1905,1,12/09/99,05/20/90,,,0,0,8,81,TR-81,TR423,2592.95,314266,355549,Bolu,12/09/99,0,NA
Düzce,Cumayeri,Duzce,Cumayeri,1784,1784,1,12/09/99,,,,0,0,8,81,TR-81,TR423,2592.95,314266,355549,Bolu,12/09/99,0,NA
Düzce,Gölyaka,Duzce,Golyaka,1794,1794,1,12/09/99,,,,0,0,8,81,TR-81,TR423,2592.95,314266,355549,Bolu,12/09/99,0,NA
Düzce,Gümüşova,Duzce,Gumusova,2017,2017,1,12/09/99,12/27/93,,,0,0,8,81,TR-81,TR423,2592.95,314266,355549,Bolu,12/09/99,0,NA
Düzce,Kaynaşlı,Duzce,Kaynasli,2031,2031,1,12/09/99,12/09/99,,,0,0,8,81,TR-81,TR423,2592.95,314266,355549,Bolu,12/09/99,0,NA
Düzce,Merkez,Duzce,Merkez,1292,1292,1,12/09/99,,,,0,0,8,81,TR-81,TR423,2592.95,314266,355549,Bolu,12/09/99,0,NA
Düzce,Yığılca,Duzce,Yigilca,1730,1730,1,12/09/99,,,,0,0,8,81,TR-81,TR423,2592.95,314266,355549,Bolu,12/09/99,0,NA
Edirne,Enez,Edirne,Enez,1307,1307,1,,,,,0,0,9,22,TR-22,TR212,6097.91,402606,400280,NA,NA,0,NA
Edirne,Havsa,Edirne,Havsa,1385,1385,1,,,,,0,0,9,22,TR-22,TR212,6097.91,402606,400280,NA,NA,0,NA
Edirne,İpsala,Edirne,Ipsala,1412,1412,1,,,,,0,0,9,22,TR-22,TR212,6097.91,402606,400280,NA,NA,0,NA
Edirne,Keşan,Edirne,Kesan,1464,1464,1,,,,,0,0,9,22,TR-22,TR212,6097.91,402606,400280,NA,NA,0,NA
Edirne,Lalapaşa,Edirne,Lalapasa,1502,1502,1,,,,,0,0,9,22,TR-22,TR212,6097.91,402606,400280,NA,NA,0,NA
Edirne,Meriç,Edirne,Meric,1523,1523,1,,,,,0,0,9,22,TR-22,TR212,6097.91,402606,400280,NA,NA,0,NA
Edirne,Merkez,Edirne,Merkez,1295,1295,1,,,,,0,0,9,22,TR-22,TR212,6097.91,402606,400280,NA,NA,0,NA
Edirne,Süloğlu,Edirne,Suloglu,1988,1988,1,,05/20/90,,,0,0,9,22,TR-22,TR212,6097.91,402606,400280,NA,NA,0,NA
Edirne,Uzunköprü,Edirne,Uzunkopru,1705,1705,1,,,,,0,0,9,22,TR-22,TR212,6097.91,402606,400280,NA,NA,0,NA
Elazığ,Ağın,Elazig,Agin,1110,1110,1,,,,,0,0,11,23,TR-23,TRB12,9281.45,569616,568753,NA,NA,0,NA
Elazığ,Alacakaya,Elazig,Alacakaya,1873,1873,1,,05/20/90,,,0,0,11,23,TR-23,TRB12,9281.45,569616,568753,NA,NA,0,NA
Elazığ,Arıcak,Elazig,Aricak,1762,1762,1,,,,,0,0,11,23,TR-23,TRB12,9281.45,569616,568753,NA,NA,0,NA
Elazığ,Baskil,Elazig,Baskil,1173,1173,1,,,,,0,0,11,23,TR-23,TRB12,9281.45,569616,568753,NA,NA,0,NA
Elazığ,Karakoçan,Elazig,Karakocan,1438,1438,1,,,,,0,0,11,23,TR-23,TRB12,9281.45,569616,568753,NA,NA,0,NA
Elazığ,Keban,Elazig,Keban,1455,1455,1,,,,,0,0,11,23,TR-23,TRB12,9281.45,569616,568753,NA,NA,0,NA
Elazığ,Kovancılar,Elazig,Kovancilar,1820,1820,1,,,,,0,0,11,23,TR-23,TRB12,9281.45,569616,568753,NA,NA,0,NA
Elazığ,Maden,Elazig,Maden,1506,1506,1,,,,,0,0,11,23,TR-23,TRB12,9281.45,569616,568753,NA,NA,0,NA
Elazığ,Merkez,Elazig,Merkez,1298,1298,1,,,,,0,0,11,23,TR-23,TRB12,9281.45,569616,568753,NA,NA,0,NA
Elazığ,Palu,Elazig,Palu,1566,1566,1,,,,,0,0,11,23,TR-23,TRB12,9281.45,569616,568753,NA,NA,0,NA
Elazığ,Sivrice,Elazig,Sivrice,1631,1631,1,,,,,0,0,11,23,TR-23,TRB12,9281.45,569616,568753,NA,NA,0,NA
Erzincan,Çayırlı,Erzincan,Cayirli,1243,1243,1,,,,,0,0,9,24,TR-24,TRA12,11727.55,316841,223633,NA,NA,0,NA
Erzincan,İliç,Erzincan,Ilic,1406,1406,1,,,,,0,0,9,24,TR-24,TRA12,11727.55,316841,223633,NA,NA,0,NA
